ticker,date_bulletin,cours,per,rendement,variation_annee,dividende_montant,dividende_date
CIEC,20220930,2200.0,12.63,6.96,16.09,153.16,25-juil.-22
ONTBF,20220930,4075.0,8.56,10.22,3.3,416.58,15-juin-22
SDCC,20220930,5500.0,11.37,6.14,28.06,337.5,27-juil.-21
SNTS,20220930,14500.0,5.74,9.66,3.76,1400.0,18-mai-22
BICC,20220930,6505.0,11.29,7.96,-12.09,518.0,15-juil.-22
BOAB,20220930,5900.0,7.18,9.25,11.32,546.0,25-mai-22
BOABF,20220930,5100.0,5.28,8.78,-17.74,448.0,4-mai-22
BOAC,20220930,4495.0,5.4,8.32,-23.23,374.0,28-avr.-22
BOAM,20220930,1550.0,13.54,,4.38,271.0,15-mai-19
BOAN,20220930,6850.0,9.48,8.28,34.31,567.3,12-mai-22
BOAS,20220930,2415.0,5.24,6.67,2.77,161.01,1-juin-21
CBIBF,20220930,8960.0,6.16,5.0,-14.67,448.0,6-juil.-22
ECOC,20220930,4700.0,7.54,8.94,-1.78,420.3,29-avr.-22
ETIT,20220930,19.0,1.77,4.74,5.56,0.9,20-juin-22
NSBC,20220930,5300.0,5.53,1.47,-14.31,77.69,27-juil.-20
ORGT,20220930,3800.0,13.32,1.57,-9.31,59.52,17-juil.-20
SAFC,20220930,830.0,,,-2.35,23.04,29-juil.-11
SGBC,20220930,13495.0,6.23,7.45,27.37,1004.93,10-juin-22
SIBC,20220930,4600.0,6.76,8.8,15.43,405.0,30-juin-22
SDSC,20220930,1815.0,7.09,7.16,-29.38,130.0,23-juin-22
PALC,20220930,10995.0,4.0,11.24,57.3,1236.34,31-août-22
SCRC,20220930,1060.0,,3.82,10.42,40.5,20-août-21
SICC,20220930,5980.0,3.63,,16.8,1919.0,25-sept.-00
SOGC,20220930,6350.0,9.31,8.53,27.0,541.81,21-juil.-22
SPHC,20220930,5800.0,7.14,6.3,11.65,365.4,4-août-22
ABJC,20220930,1600.0,18.31,3.61,-8.57,57.73,24-août-22
BNBC,20220930,2140.0,88.7,,-1.61,45.0,19-juil.-19
CFAC,20220930,850.0,22.97,8.17,-28.57,69.47,2-août-22
PRSC,20220930,3600.0,12.02,4.89,-14.29,175.86,30-août-22
SHEC,20220930,875.0,23.36,7.3,1.74,63.9,26-nov.-20
TTLC,20220930,2295.0,12.97,6.94,9.29,159.29,25-août-22
TTLS,20220930,2405.0,16.7,7.79,21.77,187.3,22-juil.-22
STAC,20220930,1390.0,16.69,4.76,90.41,66.15,18-juil.-22
CABC,20221031,1180.0,174.23,5.85,16.26,69.0,2-août-22
FTSC,20221031,1270.0,,18.5,-24.4,235.0,30-juil.-21
NEIC,20221031,760.0,9.9,,21.6,9.0,28-juin-01
NTLC,20221031,6400.0,6.64,13.39,38.98,856.8,2-août-22
SEMC,20221031,705.0,7.45,2.04,-7.84,14.4,28-déc.-21
SIVC,20221031,800.0,,,-10.61,63.0,29-sept.-17
SLBC,20221031,115500.0,8.63,3.51,-25.96,4050.0,12-août-22
SMBC,20221031,6600.0,5.48,10.91,-4.35,720.0,24-août-22
STBC,20221031,6395.0,12.09,6.96,3.48,445.12,21-juil.-22
UNLC,20221031,7030.0,10.6,,43.76,1233.0,9-juil.-12
UNXC,20221031,1100.0,16.3,5.52,-45.0,60.75,29-juil.-22
CIEC,20221031,2150.0,12.34,7.12,13.46,153.16,25-juil.-22
ONTBF,20221031,3740.0,7.86,11.14,-5.2,416.58,15-juin-22
SDCC,20221031,5450.0,11.27,7.93,26.89,432.0,21-oct.-22
SNTS,20221031,14400.0,5.7,9.72,3.04,1400.0,18-mai-22
BICC,20221031,6400.0,11.11,8.09,-13.51,518.0,15-juil.-22
BOAB,20221031,6010.0,7.31,9.08,13.4,546.0,25-mai-22
BOABF,20221031,5400.0,5.59,8.3,-12.9,448.0,4-mai-22
BOAC,20221031,4200.0,5.05,8.9,-28.27,374.0,28-avr.-22
BOAM,20221031,1405.0,12.27,,-5.39,271.0,15-mai-19
BOAN,20221031,6100.0,8.44,9.3,19.61,567.3,12-mai-22
BOAS,20221031,2350.0,5.09,6.85,0.0,161.01,1-juin-21
CBIBF,20221031,8875.0,6.1,5.05,-15.48,448.0,6-juil.-22
ECOC,20221031,5000.0,8.02,8.41,4.49,420.3,29-avr.-22
ETIT,20221031,19.0,1.77,4.74,5.56,0.9,20-juin-22
NSBC,20221031,5000.0,5.22,1.55,-19.16,77.69,27-juil.-20
ORGT,20221031,3500.0,12.27,1.7,-16.47,59.52,17-juil.-20
SAFC,20221031,800.0,,,-5.88,23.04,29-juil.-11
SGBC,20221031,12000.0,5.54,8.37,13.26,1004.93,10-juin-22
SIBC,20221031,4650.0,6.83,8.71,16.69,405.0,30-juin-22
SDSC,20221031,1720.0,6.72,7.56,-33.07,130.0,23-juin-22
PALC,20221031,10895.0,3.97,11.35,55.87,1236.34,31-août-22
SCRC,20221031,1180.0,,3.43,22.92,40.5,20-août-21
SICC,20221031,6425.0,3.9,,25.49,1919.0,25-sept.-00
SOGC,20221031,6095.0,8.94,8.89,21.9,541.81,21-juil.-22
SPHC,20221031,5420.0,6.68,6.74,4.33,365.4,4-août-22
ABJC,20221031,1600.0,18.31,3.61,-8.57,57.73,24-août-22
BNBC,20221031,2150.0,89.11,,-1.15,45.0,19-juil.-19
CFAC,20221031,925.0,25.0,7.51,-22.27,69.47,2-août-22
PRSC,20221031,3600.0,12.02,4.89,-14.29,175.86,30-août-22
SHEC,20221031,870.0,23.23,3.33,1.16,29.0,28-oct.-22
TTLC,20221031,2340.0,13.22,6.81,11.43,159.29,25-août-22
TTLS,20221031,2500.0,17.35,7.49,26.58,187.3,22-juil.-22
STAC,20221031,975.0,11.71,6.78,33.56,66.15,18-juil.-22
CABC,20221130,1070.0,157.99,6.45,5.42,69.0,2-août-22
FTSC,20221130,1195.0,,19.67,-28.87,235.0,30-juil.-21
NEIC,20221130,715.0,9.31,,14.4,9.0,28-juin-01
NTLC,20221130,7095.0,7.36,12.08,54.07,856.8,2-août-22
SEMC,20221130,645.0,6.82,2.23,-15.69,14.4,28-déc.-21
SIVC,20221130,730.0,,,-18.44,63.0,29-sept.-17
SLBC,20221130,88000.0,6.58,4.6,-43.59,4050.0,12-août-22
SMBC,20221130,6750.0,5.6,10.67,-2.17,720.0,24-août-22
STBC,20221130,5100.0,9.64,8.73,-17.48,445.12,21-juil.-22
UNLC,20221130,7030.0,10.6,,43.76,1233.0,9-juil.-12
UNXC,20221130,905.0,13.41,6.71,-54.75,60.75,29-juil.-22
CIEC,20221130,2000.0,11.48,7.66,5.54,153.16,25-juil.-22
ONTBF,20221130,3265.0,6.86,12.76,-17.24,416.58,15-juin-22
SDCC,20221130,4530.0,9.37,9.54,5.47,432.0,21-oct.-22
SNTS,20221130,14700.0,5.82,9.52,5.19,1400.0,18-mai-22
BICC,20221130,6385.0,11.08,8.11,-13.72,518.0,15-juil.-22
BOAB,20221130,5950.0,7.24,9.18,12.26,546.0,25-mai-22
BOABF,20221130,5200.0,5.38,8.62,-16.13,448.0,4-mai-22
BOAC,20221130,3700.0,4.45,10.11,-36.81,374.0,28-avr.-22
BOAM,20221130,1355.0,11.83,,-8.75,271.0,15-mai-19
BOAN,20221130,5590.0,7.73,10.15,9.61,567.3,12-mai-22
BOAS,20221130,2420.0,5.25,6.65,2.98,161.01,1-juin-21
CBIBF,20221130,8495.0,5.84,5.27,-19.1,448.0,6-juil.-22
ECOC,20221130,4780.0,7.67,8.79,-0.1,420.3,29-avr.-22
ETIT,20221130,20.0,1.87,4.5,11.11,0.9,20-juin-22
NSBC,20221130,4400.0,4.59,1.77,-28.86,77.69,27-juil.-20
ORGT,20221130,2940.0,10.31,2.02,-29.83,59.52,17-juil.-20
SAFC,20221130,890.0,,,4.71,23.04,29-juil.-11
SGBC,20221130,11500.0,5.31,8.74,8.54,1004.93,10-juin-22
SIBC,20221130,4350.0,6.39,9.31,9.16,405.0,30-juin-22
SDSC,20221130,1250.0,4.88,10.4,-51.36,130.0,23-juin-22
PALC,20221130,9800.0,3.57,12.62,40.2,1236.34,31-août-22
SCRC,20221130,970.0,,4.18,1.04,40.5,20-août-21
SICC,20221130,6700.0,4.06,,30.86,1919.0,25-sept.-00
SOGC,20221130,5685.0,8.34,9.53,13.7,541.81,21-juil.-22
SPHC,20221130,5200.0,6.4,7.03,0.1,365.4,4-août-22
ABJC,20221130,1475.0,16.88,3.91,-15.71,57.73,24-août-22
BNBC,20221130,2100.0,87.04,,-3.45,45.0,19-juil.-19
CFAC,20221130,915.0,24.73,7.59,-23.11,69.47,2-août-22
PRSC,20221130,3150.0,10.52,5.58,-25.0,175.86,30-août-22
SHEC,20221130,770.0,20.56,3.77,-10.47,29.0,28-oct.-22
TTLC,20221130,2195.0,12.4,7.26,4.52,159.29,25-août-22
TTLS,20221130,2375.0,16.49,7.89,20.25,187.3,22-juil.-22
STAC,20221130,1000.0,12.01,6.62,36.99,66.15,18-juil.-22
CABC,20221230,1170.0,172.75,5.9,15.27,69.0,2-août-22
FTSC,20221230,1600.0,,14.69,-4.76,235.0,30-juil.-21
NEIC,20221230,800.0,10.42,,28.0,9.0,28-juin-01
NTLC,20221230,8245.0,8.56,10.39,79.04,856.8,2-août-22
SEMC,20221230,680.0,7.19,2.12,-11.11,14.4,28-déc.-21
SIVC,20221230,675.0,,,-24.58,63.0,29-sept.-17
SLBC,20221230,83250.0,6.22,4.86,-46.63,4050.0,12-août-22
SMBC,20221230,6800.0,5.64,10.59,-1.45,720.0,24-août-22
STBC,20221230,6850.0,12.95,6.5,10.84,445.12,21-juil.-22
UNLC,20221230,7025.0,10.59,,43.66,1233.0,9-juil.-12
UNXC,20221230,770.0,11.41,7.89,-61.5,60.75,29-juil.-22
CIEC,20221230,1990.0,11.42,7.7,5.01,153.16,25-juil.-22
ONTBF,20221230,3200.0,6.72,13.02,-18.88,416.58,15-juin-22
ORAC,20221230,10210.0,,,,,
SDCC,20221230,5465.0,11.3,7.9,27.24,432.0,21-oct.-22
SNTS,20221230,15200.0,6.02,9.21,8.77,1400.0,18-mai-22
BICC,20221230,6850.0,11.89,7.56,-7.43,518.0,15-juil.-22
BOAB,20221230,5950.0,7.24,9.18,12.26,546.0,25-mai-22
BOABF,20221230,5200.0,5.38,8.62,-16.13,448.0,4-mai-22
BOAC,20221230,3700.0,4.45,10.11,-36.81,374.0,28-avr.-22
BOAM,20221230,1400.0,12.23,,-5.72,271.0,15-mai-19
BOAN,20221230,5785.0,8.0,9.81,13.43,567.3,12-mai-22
BOAS,20221230,2450.0,5.31,6.57,4.26,161.01,1-juin-21
CBIBF,20221230,8390.0,5.77,5.34,-20.1,448.0,6-juil.-22
ECOC,20221230,4945.0,7.94,8.5,3.34,420.3,29-avr.-22
ETIT,20221230,19.0,1.77,4.74,5.56,0.9,20-juin-22
NSBC,20221230,5975.0,6.23,1.3,-3.4,77.69,27-juil.-20
ORGT,20221230,3925.0,13.76,1.52,-6.32,59.52,17-juil.-20
SAFC,20221230,880.0,,,3.53,23.04,29-juil.-11
SGBC,20221230,11605.0,5.35,8.66,9.53,1004.93,10-juin-22
SIBC,20221230,4585.0,6.74,8.83,15.06,405.0,30-juin-22
SDSC,20221230,1395.0,5.45,9.32,-45.72,130.0,23-juin-22
PALC,20221230,10385.0,3.78,11.91,48.57,1236.34,31-août-22
SCRC,20221230,925.0,,4.38,-3.65,40.5,20-août-21
SICC,20221230,5405.0,3.28,,5.57,1919.0,25-sept.-00
SOGC,20221230,5670.0,8.32,9.56,13.4,541.81,21-juil.-22
SPHC,20221230,4995.0,6.15,7.32,-3.85,365.4,4-août-22
ABJC,20221230,1295.0,14.82,4.46,-26.0,57.73,24-août-22
BNBC,20221230,2000.0,82.89,,-8.05,45.0,19-juil.-19
CFAC,20221230,930.0,25.13,7.47,-21.85,69.47,2-août-22
PRSC,20221230,3195.0,10.67,5.5,-23.93,175.86,30-août-22
SHEC,20221230,750.0,20.02,3.87,-12.79,29.0,28-oct.-22
TTLC,20221230,1895.0,10.71,8.41,-9.76,159.29,25-août-22
TTLS,20221230,2535.0,17.6,7.39,28.35,187.3,22-juil.-22
STAC,20221230,950.0,11.41,6.96,30.14,66.15,18-juil.-22
PALC,20230131,10000.0,3.64,12.36,-3.71,1236.34,31-août-22
SPHC,20230131,5540.0,6.82,6.6,10.91,365.4,4-août-22
TTLC,20230131,2040.0,11.53,7.81,7.65,159.29,25-août-22
TTLS,20230131,2495.0,17.32,7.51,-1.58,187.3,22-juil.-22
ETIT,20230131,20.0,1.87,4.5,5.26,0.9,20-juin-22
SGBC,20230131,12290.0,5.67,8.18,5.9,1004.93,10-juin-22
NTLC,20230131,6895.0,7.16,12.43,-16.37,856.8,2-août-22
SMBC,20230131,6950.0,5.77,10.36,2.21,720.0,24-août-22
ONTBF,20230131,3200.0,6.72,13.02,0.0,416.58,15-juin-22
SNTS,20230131,15195.0,6.02,9.21,-0.03,1400.0,18-mai-22
SCRC,20230131,800.0,,5.06,-13.51,40.5,20-août-21
SICC,20230131,5750.0,3.49,,6.38,1919.0,25-sept.-00
SOGC,20230131,5740.0,8.42,9.44,1.23,541.81,21-juil.-22
STAC,20230131,1000.0,12.01,6.62,5.26,66.15,18-juil.-22
ABJC,20230131,1310.0,14.99,4.41,1.16,57.73,24-août-22
BNBC,20230131,1910.0,79.16,,-4.5,45.0,19-juil.-19
CFAC,20230131,770.0,20.81,9.02,-17.2,69.47,2-août-22
PRSC,20230131,2950.0,9.85,5.96,-7.67,175.86,30-août-22
SHEC,20230131,750.0,20.02,3.87,0.0,29.0,28-oct.-22
BICC,20230131,6000.0,10.41,8.63,-12.41,518.0,15-juil.-22
BOAB,20230131,5940.0,7.23,9.19,-0.17,546.0,25-mai-22
BOABF,20230131,5150.0,5.33,8.7,-0.96,448.0,4-mai-22
BOAC,20230131,3995.0,4.8,9.36,7.97,374.0,28-avr.-22
BOAM,20230131,1315.0,11.49,,-6.07,271.0,15-mai-19
BOAN,20230131,5350.0,7.4,10.6,-7.52,567.3,12-mai-22
BOAS,20230131,2500.0,5.42,6.44,2.04,161.01,1-juin-21
CBIBF,20230131,8385.0,5.76,5.34,-0.06,448.0,6-juil.-22
ECOC,20230131,5000.0,8.02,8.41,1.11,420.3,29-avr.-22
NSBC,20230131,4975.0,5.19,1.56,-16.74,77.69,27-juil.-20
ORGT,20230131,3000.0,10.52,1.98,-23.57,59.52,17-juil.-20
SAFC,20230131,780.0,,,-11.36,23.04,29-juil.-11
SIBC,20230131,4700.0,6.91,8.62,2.51,405.0,30-juin-22
CABC,20230131,1065.0,157.25,6.48,-8.97,69.0,2-août-22
FTSC,20230131,1350.0,,17.41,-15.63,235.0,30-juil.-21
NEIC,20230131,700.0,9.12,,-12.5,9.0,28-juin-01
SEMC,20230131,630.0,6.66,2.29,-7.35,14.4,28-déc.-21
SIVC,20230131,710.0,,,5.19,63.0,29-sept.-17
SLBC,20230131,75865.0,5.67,5.34,-8.87,4050.0,12-août-22
STBC,20230131,6415.0,12.13,6.94,-6.35,445.12,21-juil.-22
UNLC,20230131,7020.0,10.58,,-0.07,1233.0,9-juil.-12
UNXC,20230131,775.0,11.48,7.84,0.65,60.75,29-juil.-22
CIEC,20230131,1980.0,11.36,7.74,-0.5,153.16,25-juil.-22
ORAC,20230131,10150.0,9.81,,-0.59,,
SDCC,20230131,5340.0,11.04,8.09,-2.29,432.0,21-oct.-22
SDSC,20230131,1255.0,4.9,10.36,-10.04,130.0,23-juin-22
PALC,20230228,11000.0,4.0,11.24,5.92,1236.34,31-août-22
SPHC,20230228,5000.0,6.16,7.31,0.1,365.4,4-août-22
TTLC,20230228,2100.0,11.87,7.59,10.82,159.29,25-août-22
TTLS,20230228,2830.0,19.65,6.62,11.64,187.3,22-juil.-22
ETIT,20230228,20.0,1.87,4.5,5.26,0.9,20-juin-22
SGBC,20230228,13850.0,5.78,7.26,19.35,1004.93,10-juin-22
NTLC,20230228,7000.0,7.26,12.24,-15.1,856.8,2-août-22
SMBC,20230228,7475.0,6.2,9.63,9.93,720.0,24-août-22
ONTBF,20230228,3300.0,6.93,12.62,3.13,416.58,15-juin-22
SNTS,20230228,16395.0,5.88,8.54,7.86,1400.0,18-mai-22
SCRC,20230228,685.0,,5.91,-25.95,40.5,20-août-21
SICC,20230228,6475.0,3.93,,19.8,1919.0,25-sept.-00
SOGC,20230228,5695.0,8.35,9.51,0.44,541.81,21-juil.-22
STAC,20230228,1000.0,12.01,6.62,5.26,66.15,18-juil.-22
ABJC,20230228,1155.0,13.22,5.0,-10.81,57.73,24-août-22
BNBC,20230228,1825.0,75.64,,-8.75,45.0,19-juil.-19
CFAC,20230228,845.0,22.84,8.22,-9.14,69.47,2-août-22
PRSC,20230228,2850.0,9.51,6.17,-10.8,175.86,30-août-22
SHEC,20230228,750.0,20.02,3.87,0.0,29.0,28-oct.-22
BICC,20230228,6390.0,11.09,8.11,-6.72,518.0,15-juil.-22
BOAB,20230228,6640.0,8.08,8.22,11.6,546.0,25-mai-22
BOABF,20230228,5625.0,4.86,7.96,8.17,448.0,4-mai-22
BOAC,20230228,4250.0,5.11,8.8,14.86,374.0,28-avr.-22
BOAM,20230228,1330.0,11.62,,-5.0,271.0,15-mai-19
BOAN,20230228,5750.0,7.96,9.87,-0.61,567.3,12-mai-22
BOAS,20230228,2400.0,5.2,6.71,-2.04,161.01,1-juin-21
CBIBF,20230228,8800.0,6.05,5.09,4.89,448.0,6-juil.-22
ECOC,20230228,5100.0,8.18,8.24,3.13,420.3,29-avr.-22
NSBC,20230228,4980.0,5.19,1.56,-16.65,77.69,27-juil.-20
ORGT,20230228,2795.0,9.8,2.13,-28.79,59.52,17-juil.-20
SAFC,20230228,900.0,,,2.27,23.04,29-juil.-11
SIBC,20230228,4760.0,6.99,8.51,3.82,405.0,30-juin-22
CABC,20230228,1065.0,157.25,6.48,-8.97,69.0,2-août-22
FTSC,20230228,1195.0,,19.67,-25.31,235.0,30-juil.-21
NEIC,20230228,695.0,9.05,,-13.13,9.0,28-juin-01
SEMC,20230228,685.0,7.24,2.1,0.74,14.4,28-déc.-21
SIVC,20230228,700.0,,,3.7,63.0,29-sept.-17
SLBC,20230228,80000.0,5.98,5.06,-3.9,4050.0,12-août-22
STBC,20230228,6495.0,12.28,6.85,-5.18,445.12,21-juil.-22
UNLC,20230228,7020.0,10.58,,-0.07,1233.0,9-juil.-12
UNXC,20230228,775.0,11.48,7.84,0.65,60.75,29-juil.-22
CIEC,20230228,1985.0,11.39,7.72,-0.25,153.16,25-juil.-22
ORAC,20230228,10100.0,9.91,,-1.08,,
SDCC,20230228,5200.0,10.75,8.31,-4.85,432.0,21-oct.-22
SDSC,20230228,1350.0,5.27,9.63,-3.23,130.0,23-juin-22
PALC,20230331,10980.0,4.0,11.26,5.73,1236.34,31-août-22
SPHC,20230331,5090.0,6.27,7.18,1.9,365.4,4-août-22
TTLC,20230331,2120.0,11.98,7.51,11.87,159.29,25-août-22
TTLS,20230331,2565.0,17.81,7.3,1.18,187.3,22-juil.-22
ETIT,20230331,17.0,1.34,5.3,-10.53,0.9,20-juin-22
SGBC,20230331,13860.0,5.78,7.25,19.43,1004.93,10-juin-22
NTLC,20230331,6900.0,7.16,12.42,-16.31,856.8,2-août-22
SMBC,20230331,7580.0,6.29,9.5,11.47,720.0,24-août-22
ONTBF,20230331,3300.0,6.93,12.62,3.13,416.58,15-juin-22
SNTS,20230331,15800.0,5.66,8.86,3.95,1400.0,18-mai-22
SCRC,20230331,670.0,,6.04,-27.57,40.5,20-août-21
SICC,20230331,5945.0,3.61,,9.99,1919.0,25-sept.-00
SOGC,20230331,5400.0,7.92,10.03,-4.76,541.81,21-juil.-22
STAC,20230331,1050.0,12.61,6.3,10.53,66.15,18-juil.-22
ABJC,20230331,1280.0,14.65,4.51,-1.16,57.73,24-août-22
BNBC,20230331,1925.0,79.78,,-3.75,45.0,19-juil.-19
CFAC,20230331,805.0,21.76,8.63,-13.44,69.47,2-août-22
PRSC,20230331,2900.0,9.68,6.06,-9.23,175.86,30-août-22
SHEC,20230331,790.0,21.09,3.67,5.33,29.0,28-oct.-22
BICC,20230331,6400.0,11.11,8.09,-6.57,518.0,15-juil.-22
BOAB,20230331,6180.0,6.55,8.83,3.87,546.0,25-mai-22
BOABF,20230331,5695.0,4.92,7.87,9.52,448.0,4-mai-22
BOAC,20230331,5150.0,6.19,7.26,39.19,374.0,28-avr.-22
BOAM,20230331,1220.0,9.07,,-12.86,271.0,15-mai-19
BOAN,20230331,6095.0,7.82,9.31,5.36,567.3,12-mai-22
BOAS,20230331,2195.0,3.38,7.34,-10.41,161.01,1-juin-21
CBIBF,20230331,8845.0,6.08,5.07,5.42,448.0,6-juil.-22
ECOC,20230331,4950.0,7.94,8.49,0.1,420.3,29-avr.-22
NSBC,20230331,4900.0,3.74,1.59,-17.99,77.69,27-juil.-20
ORGT,20230331,2750.0,9.64,2.16,-29.94,59.52,17-juil.-20
SAFC,20230331,955.0,,,8.52,23.04,29-juil.-11
SIBC,20230331,4800.0,5.99,8.44,4.69,405.0,30-juin-22
CABC,20230331,995.0,5.48,6.93,-14.96,69.0,2-août-22
FTSC,20230331,1195.0,,19.67,-25.31,235.0,30-juil.-21
NEIC,20230331,680.0,8.86,,-15.0,9.0,28-juin-01
SEMC,20230331,650.0,6.87,2.22,-4.41,14.4,28-déc.-21
SIVC,20230331,625.0,,,-7.41,63.0,29-sept.-17
SLBC,20230331,80000.0,5.98,5.06,-3.9,4050.0,12-août-22
STBC,20230331,6650.0,12.57,6.69,-2.92,445.12,21-juil.-22
UNLC,20230331,7020.0,10.58,,-0.07,1233.0,9-juil.-12
UNXC,20230331,770.0,11.41,7.89,0.0,60.75,29-juil.-22
CIEC,20230331,2120.0,12.17,7.22,6.53,153.16,25-juil.-22
ORAC,20230331,9500.0,9.32,,-6.95,,
SDCC,20230331,5200.0,9.74,8.31,-4.85,432.0,21-oct.-22
SDSC,20230331,1450.0,5.66,8.97,3.94,130.0,23-juin-22
PALC,20230428,10000.0,3.71,12.36,-3.71,1236.34,31-août-22
SPHC,20230428,4340.0,6.64,8.42,-13.11,365.4,4-août-22
TTLC,20230428,2150.0,11.02,7.41,13.46,159.29,25-août-22
TTLS,20230428,2600.0,9.99,7.2,2.56,187.3,22-juil.-22
ETIT,20230428,18.0,1.42,5.0,-5.26,0.9,20-juin-22
SGBC,20230428,13900.0,5.8,7.23,19.78,1004.93,10-juin-22
NTLC,20230428,7475.0,9.92,11.46,-9.34,856.8,2-août-22
SMBC,20230428,7810.0,6.46,9.22,14.85,720.0,24-août-22
ONTBF,20230428,2790.0,8.48,14.93,-12.81,416.58,15-juin-22
SNTS,20230428,15990.0,5.73,8.76,5.2,1400.0,18-mai-22
SCRC,20230428,685.0,,5.91,-25.95,40.5,20-août-21
SICC,20230428,6365.0,3.86,,17.76,1919.0,25-sept.-00
SOGC,20230428,5400.0,7.45,10.03,-4.76,541.81,21-juil.-22
STAC,20230428,1015.0,,6.52,6.84,66.15,18-juil.-22
ABJC,20230428,1140.0,9.81,5.06,-11.97,57.73,24-août-22
BNBC,20230428,1900.0,6.96,,-5.0,45.0,19-juil.-19
CFAC,20230428,785.0,21.22,8.85,-15.59,69.47,2-août-22
PRSC,20230428,2880.0,9.61,6.11,-9.86,175.86,30-août-22
SHEC,20230428,650.0,17.35,4.46,-13.33,29.0,28-oct.-22
BICC,20230428,6290.0,10.92,8.24,-8.18,518.0,15-juil.-22
BOAB,20230428,6230.0,6.6,8.76,4.71,546.0,25-mai-22
BOABF,20230428,5800.0,5.01,7.72,11.54,448.0,4-mai-22
BOAC,20230428,5000.0,4.98,10.8,35.14,540.0,28-avr.-23
BOAM,20230428,1290.0,9.59,,-7.86,271.0,15-mai-19
BOAN,20230428,6050.0,7.76,9.38,4.58,567.3,12-mai-22
BOAS,20230428,2430.0,3.74,6.63,-0.82,161.01,1-juin-21
CBIBF,20230428,8000.0,4.53,5.6,-4.65,448.0,6-juil.-22
ECOC,20230428,5495.0,6.78,7.65,11.12,420.3,29-avr.-22
NSBC,20230428,5000.0,3.82,1.55,-16.32,77.69,27-juil.-20
ORGT,20230428,2475.0,8.95,2.4,-36.94,59.52,17-juil.-20
SAFC,20230428,935.0,,,6.25,23.04,29-juil.-11
SIBC,20230428,4850.0,6.05,8.35,5.78,405.0,30-juin-22
CABC,20230428,1075.0,5.92,6.42,-8.12,69.0,2-août-22
FTSC,20230428,1175.0,,20.0,-26.56,235.0,30-juil.-21
NEIC,20230428,665.0,8.66,,-16.88,9.0,28-juin-01
SEMC,20230428,650.0,6.87,2.22,-4.41,14.4,28-déc.-21
SIVC,20230428,630.0,13.66,,-6.67,63.0,29-sept.-17
SLBC,20230428,70210.0,5.25,5.77,-15.66,4050.0,12-août-22
STBC,20230428,6600.0,10.59,6.74,-3.65,445.12,21-juil.-22
UNLC,20230428,6790.0,10.24,,-3.35,1233.0,9-juil.-12
UNXC,20230428,750.0,,8.1,-2.6,60.75,29-juil.-22
CIEC,20230428,2050.0,11.69,7.47,3.02,153.16,25-juil.-22
ORAC,20230428,9275.0,9.1,,-9.16,,
SDCC,20230428,5090.0,9.53,8.49,-6.86,432.0,21-oct.-22
SDSC,20230428,1370.0,5.35,9.49,-1.79,130.0,23-juin-22
PALC,20230531,9790.0,3.63,12.63,-5.73,1236.34,31-août-22
SPHC,20230531,3420.0,5.23,10.68,-31.53,365.4,4-août-22
TTLC,20230531,2100.0,10.77,7.59,10.82,159.29,25-août-22
TTLS,20230531,2600.0,9.99,7.2,2.56,187.3,22-juil.-22
ETIT,20230531,17.0,1.34,5.3,-10.53,0.9,20-juin-22
SGBC,20230531,14450.0,6.03,7.7,24.52,1112.43,31-mai-23
NTLC,20230531,7730.0,10.26,11.08,-6.25,856.8,2-août-22
SMBC,20230531,7805.0,6.46,9.22,14.78,720.0,24-août-22
ONTBF,20230531,2900.0,8.81,14.36,-9.38,416.58,15-juin-22
SNTS,20230531,15000.0,5.38,10.0,-1.32,1500.0,30-mai-23
SCRC,20230531,595.0,,6.81,-35.68,40.5,20-août-21
SICC,20230531,6315.0,3.83,,16.84,1919.0,25-sept.-00
SOGC,20230531,5270.0,7.27,10.28,-7.05,541.81,21-juil.-22
STAC,20230531,1090.0,,6.07,14.74,66.15,18-juil.-22
ABJC,20230531,1145.0,9.85,5.04,-11.58,57.73,24-août-22
BNBC,20230531,1940.0,7.1,,-3.0,45.0,19-juil.-19
CFAC,20230531,770.0,25.24,9.02,-17.2,69.47,2-août-22
PRSC,20230531,2800.0,9.35,6.28,-12.36,175.86,30-août-22
SHEC,20230531,665.0,11.16,4.36,-11.33,29.0,28-oct.-22
BICC,20230531,6700.0,9.01,7.73,-2.19,518.0,15-juil.-22
BOAB,20230531,5710.0,6.05,10.98,-4.03,627.0,25-mai-23
BOABF,20230531,5495.0,4.75,10.5,5.67,577.0,5-mai-23
BOAC,20230531,4995.0,4.98,10.81,35.0,540.0,28-avr.-23
BOAM,20230531,1300.0,9.67,,-7.14,271.0,15-mai-19
BOAN,20230531,5870.0,7.53,10.46,1.47,613.8,25-mai-23
BOAS,20230531,2575.0,3.97,7.28,5.1,187.5,1-juin-23
CBIBF,20230531,7805.0,4.42,5.74,-6.97,448.0,6-juil.-22
ECOC,20230531,5275.0,6.51,10.41,6.67,549.0,30-mai-22
NSBC,20230531,5290.0,4.04,1.47,-11.46,77.69,27-juil.-20
ORGT,20230531,2340.0,8.46,2.54,-40.38,59.52,17-juil.-20
SAFC,20230531,830.0,,,-5.68,23.04,29-juil.-11
SIBC,20230531,4950.0,6.17,8.18,7.96,405.0,30-juin-22
CABC,20230531,1000.0,5.51,6.9,-14.53,69.0,2-août-22
FTSC,20230531,1185.0,108.89,19.83,-25.94,235.0,30-juil.-21
