ticker,date_bulletin,cours,per,rendement,variation_annee,dividende_montant,dividende_date
NEIC,20230531,680.0,7.16,,-15.0,9.0,28-juin-01
SEMC,20230531,720.0,7.61,2.0,5.88,14.4,28-déc.-21
SIVC,20230531,600.0,13.01,,-11.11,63.0,29-sept.-17
SLBC,20230531,79000.0,106.83,5.13,-5.11,4050.0,12-août-22
STBC,20230531,6445.0,10.34,6.91,-5.91,445.12,21-juil.-22
UNLC,20230531,6645.0,,,-5.41,1233.0,9-juil.-12
UNXC,20230531,635.0,,9.57,-17.53,60.75,29-juil.-22
CIEC,20230531,2050.0,11.69,7.47,3.02,153.16,25-juil.-22
ORAC,20230531,9575.0,9.4,,-6.22,,
SDCC,20230531,5000.0,9.36,8.64,-8.51,432.0,21-oct.-22
SDSC,20230531,1390.0,5.43,9.35,-0.36,130.0,23-juin-22
PALC,20230630,10600.0,3.93,11.66,2.07,1236.34,31-août-22
SPHC,20230630,3200.0,4.9,11.42,-35.94,365.4,4-août-22
TTLC,20230630,2290.0,11.74,6.96,20.84,159.29,25-août-22
TTLS,20230630,2630.0,10.11,7.12,3.75,187.3,22-juil.-22
ETIT,20230630,18.0,1.42,3.36,-5.26,0.6,8-juin-23
SGBC,20230630,15500.0,6.46,7.18,33.56,1112.43,31-mai-23
NTLC,20230630,7695.0,10.21,11.13,-6.67,856.8,2-août-22
SMBC,20230630,7800.0,6.45,9.23,14.71,720.0,24-août-22
ONTBF,20230630,2690.0,8.18,10.7,-15.94,287.88,26-juin-23
SNTS,20230630,15400.0,5.52,9.74,1.32,1500.0,30-mai-23
SCRC,20230630,540.0,,7.5,-41.62,40.5,20-août-21
SICC,20230630,5495.0,3.33,,1.67,1919.0,25-sept.-00
SOGC,20230630,4800.0,6.62,11.29,-15.34,541.81,21-juil.-22
STAC,20230630,1005.0,,6.58,5.79,66.15,18-juil.-22
ABJC,20230630,1465.0,12.6,3.94,13.13,57.73,24-août-22
BNBC,20230630,1990.0,7.29,,-0.5,45.0,19-juil.-19
CFAC,20230630,810.0,26.55,8.58,-12.9,69.47,2-août-22
PRSC,20230630,3100.0,8.71,5.67,-2.97,175.86,30-août-22
SHEC,20230630,755.0,12.68,3.84,0.67,29.0,28-oct.-22
BICC,20230630,6890.0,9.27,7.52,0.58,518.0,15-juil.-22
BOAB,20230630,5780.0,6.12,10.85,-2.86,627.0,25-mai-23
BOABF,20230630,6000.0,5.18,9.62,15.38,577.0,5-mai-23
BOAC,20230630,5700.0,5.68,9.47,54.05,540.0,28-avr.-23
BOAM,20230630,1320.0,9.82,,-5.71,271.0,15-mai-19
BOAN,20230630,5875.0,7.54,10.45,1.56,613.8,25-mai-23
BOAS,20230630,2800.0,4.31,6.7,14.29,187.5,1-juin-23
CBIBF,20230630,8300.0,4.7,5.4,-1.07,448.0,6-juil.-22
ECOC,20230630,5285.0,6.52,10.39,6.88,549.0,30-mai-22
NSBC,20230630,5245.0,4.01,1.48,-12.22,77.69,27-juil.-20
ORGT,20230630,2540.0,9.18,2.34,-35.29,59.52,17-juil.-20
SAFC,20230630,790.0,,,-10.23,23.04,29-juil.-11
SIBC,20230630,5130.0,6.4,7.89,11.89,405.0,30-juin-22
CABC,20230630,1020.0,5.62,6.76,-12.82,69.0,2-août-22
FTSC,20230630,1100.0,101.08,21.36,-31.25,235.0,30-juil.-21
NEIC,20230630,695.0,7.32,,-13.13,9.0,28-juin-01
SEMC,20230630,710.0,7.5,2.03,4.41,14.4,28-déc.-21
SIVC,20230630,600.0,13.01,,-11.11,63.0,29-sept.-17
SLBC,20230630,73075.0,98.82,5.54,-12.22,4050.0,12-août-22
STBC,20230630,6330.0,9.88,7.03,-7.59,445.12,21-juil.-22
UNLC,20230630,6645.0,,,-5.41,1233.0,9-juil.-12
UNXC,20230630,740.0,,8.21,-3.9,60.75,29-juil.-22
CIEC,20230630,2100.0,11.98,7.29,5.53,153.16,25-juil.-22
ORAC,20230630,9510.0,9.33,7.92,-6.86,752.76,15-juin-23
SDCC,20230630,4990.0,9.35,8.66,-8.69,432.0,21-oct.-22
SDSC,20230630,1545.0,6.03,8.41,10.75,130.0,23-juin-22
PALC,20230731,8095.0,3.0,14.99,-22.05,1213.63,19-juil.-23
SPHC,20230731,3200.0,4.9,11.42,-35.94,365.4,4-août-22
TTLC,20230731,2380.0,12.2,6.69,25.59,159.29,25-août-22
TTLS,20230731,2490.0,9.57,9.68,-1.78,241.01,13-juil.-23
ETIT,20230731,18.0,1.42,3.36,-5.26,0.6,8-juin-23
SGBC,20230731,16000.0,6.67,6.95,37.87,1112.43,31-mai-23
NTLC,20230731,9295.0,12.34,9.22,12.73,856.8,2-août-22
SMBC,20230731,8800.0,7.28,8.18,29.41,720.0,24-août-22
ONTBF,20230731,2525.0,7.67,11.4,-21.09,287.88,26-juin-23
SNTS,20230731,16985.0,6.09,8.83,11.74,1500.0,30-mai-23
SCRC,20230731,550.0,,7.36,-40.54,40.5,20-août-21
SICC,20230731,6305.0,31.73,,16.65,1919.0,25-sept.-00
SOGC,20230731,3890.0,5.37,14.34,-31.39,558.0,17-juil.-23
STAC,20230731,1110.0,,5.96,16.84,66.15,18-juil.-22
ABJC,20230731,1350.0,11.61,4.28,4.25,57.73,24-août-22
BNBC,20230731,2150.0,7.87,6.98,7.5,150.0,24-juil.-23
CFAC,20230731,900.0,29.5,7.72,-3.23,69.47,2-août-22
PRSC,20230731,3100.0,8.71,5.67,-2.97,175.86,30-août-22
SHEC,20230731,770.0,12.93,3.77,2.67,29.0,28-oct.-22
BICC,20230731,6800.0,9.15,5.9,-0.73,401.4,31-juil.-23
BOAB,20230731,6095.0,6.46,10.29,2.44,627.0,25-mai-23
BOABF,20230731,6200.0,5.35,9.31,19.23,577.0,5-mai-23
BOAC,20230731,6000.0,5.98,9.0,62.16,540.0,28-avr.-23
BOAM,20230731,1385.0,10.3,,-1.07,271.0,15-mai-19
BOAN,20230731,5740.0,7.36,10.69,-0.78,613.8,25-mai-23
BOAS,20230731,2885.0,4.44,6.5,17.76,187.5,1-juin-23
CBIBF,20230731,8195.0,4.64,6.41,-2.32,525.0,6-juil.-23
ECOC,20230731,5760.0,7.11,9.53,16.48,549.0,30-mai-22
NSBC,20230731,5700.0,4.35,6.38,-4.6,363.6,7-juil.-23
ORGT,20230731,2400.0,8.68,2.48,-38.85,59.52,17-juil.-20
SAFC,20230731,700.0,,,-20.45,23.04,29-juil.-11
SIBC,20230731,5490.0,6.85,7.38,19.74,405.0,30-juin-22
CABC,20230731,1150.0,6.33,6.0,-1.71,69.0,2-août-23
FTSC,20230731,1115.0,102.46,21.08,-30.31,235.0,30-juil.-21
NEIC,20230731,700.0,7.37,,-12.5,9.0,28-juin-01
SEMC,20230731,680.0,7.19,2.12,0.0,14.4,28-déc.-21
SIVC,20230731,570.0,12.36,,-15.56,63.0,29-sept.-17
SLBC,20230731,74000.0,100.07,5.47,-11.11,4050.0,12-août-22
STBC,20230731,6650.0,10.38,8.29,-2.92,551.0,27-juil.-23
UNLC,20230731,5895.0,,,-16.09,1233.0,9-juil.-12
UNXC,20230731,765.0,,7.94,-0.65,60.75,29-juil.-22
CIEC,20230731,2200.0,12.55,7.16,10.55,157.5,31-juil.-23
ORAC,20230731,9990.0,9.81,7.54,-2.15,752.76,15-juin-23
SDCC,20230731,5370.0,10.06,8.04,-1.74,432.0,21-oct.-22
SDSC,20230731,1690.0,9.16,7.69,21.15,130.0,23-juin-22
PALC,20230831,7945.0,2.95,15.28,-23.5,1213.63,19-juil.-23
SPHC,20230831,3050.0,4.67,11.98,-38.94,365.4,4-août-22
TTLC,20230831,2150.0,11.02,7.41,13.46,159.29,25-août-22
TTLS,20230831,2640.0,10.15,9.13,4.14,241.01,13-juil.-23
ETIT,20230831,18.0,1.42,3.36,-5.26,0.6,8-juin-23
SGBC,20230831,16100.0,6.71,6.91,38.73,1112.43,31-mai-23
NTLC,20230831,8150.0,10.82,8.93,-1.15,728.1,8-août-23
SMBC,20230831,9100.0,7.53,7.91,33.82,720.0,31-août-23
ONTBF,20230831,2200.0,6.69,13.09,-31.25,287.88,26-juin-23
SNTS,20230831,16350.0,5.86,9.17,7.57,1500.0,30-mai-23
SCRC,20230831,500.0,,8.1,-45.95,40.5,20-août-21
SICC,20230831,5720.0,28.78,,5.83,1919.0,25-sept.-00
SOGC,20230831,3870.0,5.34,14.42,-31.75,558.0,17-juil.-23
STAC,20230831,1000.0,,6.62,5.26,66.15,18-juil.-22
ABJC,20230831,1320.0,11.35,6.97,1.93,92.0,31-août-23
BNBC,20230831,1920.0,7.03,7.81,-4.0,150.0,24-juil.-23
CFAC,20230831,920.0,30.15,7.55,-1.08,69.47,2-août-22
PRSC,20230831,3250.0,9.13,5.41,1.72,175.86,30-août-22
SHEC,20230831,760.0,12.76,3.82,1.33,29.0,28-oct.-22
BICC,20230831,6700.0,9.01,5.99,-2.19,401.4,31-juil.-23
BOAB,20230831,6200.0,6.57,10.11,4.2,627.0,25-mai-23
BOABF,20230831,6555.0,5.66,8.8,26.06,577.0,5-mai-23
BOAC,20230831,6200.0,6.18,8.71,67.57,540.0,28-avr.-23
BOAM,20230831,1370.0,10.19,,-2.14,271.0,15-mai-19
BOAN,20230831,4715.0,6.05,13.02,-18.5,613.8,25-mai-23
BOAS,20230831,3095.0,4.77,6.06,26.33,187.5,1-juin-23
CBIBF,20230831,8390.0,4.75,6.26,0.0,525.0,6-juil.-23
ECOC,20230831,6020.0,7.43,9.12,21.74,549.0,30-mai-22
NSBC,20230831,5500.0,4.2,6.61,-7.95,363.6,7-juil.-23
ORGT,20230831,2500.0,9.04,2.38,-36.31,59.52,17-juil.-20
SAFC,20230831,605.0,,,-31.25,23.04,29-juil.-11
SIBC,20230831,5200.0,6.49,9.52,13.41,495.0,11-août-23
CABC,20230831,1185.0,6.52,5.82,1.28,69.0,2-août-23
FTSC,20230831,1115.0,102.46,21.08,-30.31,235.0,30-juil.-21
NEIC,20230831,630.0,6.63,,-21.25,9.0,28-juin-01
SEMC,20230831,615.0,6.5,2.34,-9.56,14.4,28-déc.-21
SIVC,20230831,550.0,11.93,,-18.52,63.0,29-sept.-17
SLBC,20230831,85995.0,116.29,4.71,3.3,4050.0,12-août-22
STBC,20230831,6095.0,9.51,9.04,-11.02,551.0,27-juil.-23
UNLC,20230831,5365.0,,,-23.63,1233.0,9-juil.-12
UNXC,20230831,765.0,,7.94,-0.65,60.75,29-juil.-22
CIEC,20230831,1900.0,10.84,8.29,-4.52,157.5,31-juil.-23
ORAC,20230831,10750.0,10.55,7.0,5.29,752.76,15-juin-23
SDCC,20230831,5250.0,9.83,8.23,-3.93,432.0,21-oct.-22
SDSC,20230831,1450.0,7.86,8.97,3.94,130.0,23-juin-22
PALC,20230929,7600.0,2.82,15.97,-26.82,1213.63,19-juil.-23
SPHC,20230929,2700.0,4.13,10.9,-45.95,294.3,29-sept.-23
TTLC,20230929,2160.0,11.08,8.13,13.98,175.53,21-sept.-23
TTLS,20230929,2710.0,10.42,8.89,6.9,241.01,13-juil.-23
ETIT,20230929,19.0,1.5,3.18,0.0,0.6,8-juin-23
SGBC,20230929,16400.0,6.84,6.78,41.32,1112.43,31-mai-23
NTLC,20230929,9400.0,12.48,7.75,14.01,728.1,8-août-23
SMBC,20230929,9150.0,7.57,7.87,34.56,720.0,31-août-23
ONTBF,20230929,2200.0,6.69,13.09,-31.25,287.88,26-juin-23
SNTS,20230929,16400.0,5.88,9.15,7.89,1500.0,30-mai-23
SCRC,20230929,570.0,,7.11,-38.38,40.5,20-août-21
SICC,20230929,5005.0,25.19,,-7.4,1919.0,25-sept.-00
SOGC,20230929,3445.0,4.75,16.2,-39.24,558.0,17-juil.-23
STAC,20230929,1145.0,,5.78,20.53,66.15,18-juil.-22
ABJC,20230929,1250.0,10.75,7.36,-3.47,92.0,31-août-23
BNBC,20230929,1750.0,6.41,8.57,-12.5,150.0,24-juil.-23
CFAC,20230929,845.0,27.7,3.25,-9.14,27.45,15-sept.-23
PRSC,20230929,2800.0,7.87,8.0,-12.36,224.1,13-sept.-23
SHEC,20230929,845.0,14.19,3.43,12.67,29.0,28-oct.-22
BICC,20230929,6895.0,9.27,5.82,0.66,401.4,31-juil.-23
BOAB,20230929,6250.0,6.62,10.03,5.04,627.0,25-mai-23
BOABF,20230929,6515.0,5.63,8.86,25.29,577.0,5-mai-23
BOAC,20230929,6200.0,6.18,8.71,67.57,540.0,28-avr.-23
BOAM,20230929,1450.0,10.78,,3.57,271.0,15-mai-19
BOAN,20230929,4880.0,6.26,12.58,-15.64,613.8,25-mai-23
BOAS,20230929,3300.0,5.08,5.68,34.69,187.5,1-juin-23
CBIBF,20230929,8000.0,4.53,6.56,-4.65,525.0,6-juil.-23
ECOC,20230929,6625.0,8.18,8.29,33.97,549.0,30-mai-22
NSBC,20230929,6315.0,4.82,5.76,5.69,363.6,7-juil.-23
ORGT,20230929,2700.0,9.76,2.2,-31.21,59.52,17-juil.-20
SAFC,20230929,645.0,,,-26.7,23.04,29-juil.-11
SIBC,20230929,5395.0,6.73,9.18,17.67,495.0,11-août-23
CABC,20230929,1165.0,6.41,5.92,-0.43,69.0,2-août-23
FTSC,20230929,1115.0,102.46,21.08,-30.31,235.0,30-juil.-21
NEIC,20230929,640.0,6.74,5.51,-20.0,35.25,22-sept.-23
SEMC,20230929,700.0,7.4,2.06,2.94,14.4,28-déc.-21
SIVC,20230929,500.0,10.84,,-25.93,63.0,29-sept.-17
SLBC,20230929,90000.0,121.7,4.5,8.11,4050.0,12-août-22
STBC,20230929,6200.0,9.68,8.89,-9.49,551.0,27-juil.-23
UNLC,20230929,5300.0,,,-24.56,1233.0,9-juil.-12
UNXC,20230929,790.0,,7.69,2.6,60.75,29-juil.-22
CIEC,20230929,2000.0,11.41,7.88,0.5,157.5,31-juil.-23
ORAC,20230929,10600.0,10.4,7.1,3.82,752.76,15-juin-23
SDCC,20230929,4845.0,9.07,9.29,-11.34,450.0,15-sept.-23
SDSC,20230929,1610.0,8.73,8.07,15.41,130.0,23-juin-22
PALC,20231031,6900.0,2.56,17.59,-33.56,1213.63,19-juil.-23
SPHC,20231031,2500.0,3.83,11.77,-49.95,294.3,29-sept.-23
TTLC,20231031,1900.0,9.74,9.24,0.26,175.53,21-sept.-23
TTLS,20231031,2450.0,9.42,9.84,-3.35,241.01,13-juil.-23
ETIT,20231031,18.0,1.42,3.36,-5.26,0.6,8-juin-23
SGBC,20231031,16100.0,6.71,6.91,38.73,1112.43,31-mai-23
NTLC,20231031,7900.0,10.49,9.22,-4.18,728.1,8-août-23
SMBC,20231031,9890.0,8.18,7.28,45.44,720.0,31-août-23
ONTBF,20231031,2295.0,6.98,12.54,-28.28,287.88,26-juin-23
SNTS,20231031,16950.0,6.08,8.85,11.51,1500.0,30-mai-23
SCRC,20231031,500.0,,8.1,-45.95,40.5,20-août-21
SICC,20231031,5500.0,27.68,,1.76,1919.0,25-sept.-00
SOGC,20231031,2930.0,4.04,19.04,-48.32,558.0,17-juil.-23
STAC,20231031,855.0,,7.74,-10.0,66.15,18-juil.-22
ABJC,20231031,1120.0,9.63,8.21,-13.51,92.0,31-août-23
BNBC,20231031,1690.0,6.19,8.88,-15.5,150.0,24-juil.-23
CFAC,20231031,790.0,25.89,3.47,-15.05,27.45,15-sept.-23
PRSC,20231031,2315.0,6.5,9.68,-27.54,224.1,13-sept.-23
SHEC,20231031,815.0,13.68,3.56,8.67,29.0,28-oct.-22
BICC,20231031,6800.0,9.15,5.9,-0.73,401.4,31-juil.-23
BOAB,20231031,6500.0,6.89,9.65,9.24,627.0,25-mai-23
BOABF,20231031,6740.0,5.82,8.56,29.62,577.0,5-mai-23
BOAC,20231031,6795.0,6.77,7.95,83.65,540.0,28-avr.-23
BOAM,20231031,1485.0,11.04,,6.07,271.0,15-mai-19
BOAN,20231031,4300.0,5.52,14.27,-25.67,613.8,25-mai-23
BOAS,20231031,3150.0,4.85,5.95,28.57,187.5,1-juin-23
CBIBF,20231031,9100.0,5.16,5.77,8.46,525.0,6-juil.-23
ECOC,20231031,6800.0,8.39,8.07,37.51,549.0,30-mai-22
NSBC,20231031,6100.0,4.66,5.96,2.09,363.6,7-juil.-23
ORGT,20231031,2475.0,8.95,2.4,-36.94,59.52,17-juil.-20
SAFC,20231031,915.0,,,3.98,23.04,29-juil.-11
SIBC,20231031,5330.0,6.65,9.29,16.25,495.0,11-août-23
CABC,20231031,1170.0,6.44,5.9,0.0,69.0,2-août-23
FTSC,20231031,1180.0,108.43,19.92,-26.25,235.0,30-juil.-21
NEIC,20231031,600.0,6.32,5.88,-25.0,35.25,22-sept.-23
SEMC,20231031,600.0,6.34,2.4,-11.76,14.4,28-déc.-21
SIVC,20231031,600.0,13.01,,-11.11,63.0,29-sept.-17
SLBC,20231031,90000.0,121.7,4.5,8.11,4050.0,12-août-22
STBC,20231031,6100.0,9.52,9.03,-10.95,551.0,27-juil.-23
UNLC,20231031,5000.0,,,-28.83,1233.0,9-juil.-12
UNXC,20231031,730.0,,8.32,-5.19,60.75,29-juil.-22
CIEC,20231031,2000.0,11.41,7.88,0.5,157.5,31-juil.-23
ORAC,20231031,10350.0,10.16,7.27,1.37,752.76,15-juin-23
SDCC,20231031,4500.0,8.43,10.0,-17.66,450.0,15-sept.-23
SDSC,20231031,1400.0,7.59,9.29,0.36,130.0,23-juin-22
PALC,20231130,6800.0,2.52,17.85,-34.52,1213.63,19-juil.-23
SPHC,20231130,2000.0,3.06,14.72,-59.96,294.3,29-sept.-23
TTLC,20231130,1795.0,9.2,9.78,-5.28,175.53,21-sept.-23
TTLS,20231130,2450.0,9.42,9.84,-3.35,241.01,13-juil.-23
ETIT,20231130,17.0,1.34,3.56,-10.53,0.6,8-juin-23
SGBC,20231130,16490.0,6.88,6.75,42.09,1112.43,31-mai-23
NTLC,20231130,7785.0,10.33,9.35,-5.58,728.1,8-août-23
SMBC,20231130,9770.0,8.08,7.37,43.68,720.0,31-août-23
ONTBF,20231130,2200.0,6.69,13.09,-31.25,287.88,26-juin-23
SNTS,20231130,17200.0,6.17,8.72,13.16,1500.0,30-mai-23
SCRC,20231130,495.0,,8.18,-46.49,40.5,20-août-21
SICC,20231130,3580.0,18.01,,-33.77,1919.0,25-sept.-00
SOGC,20231130,2600.0,3.59,21.46,-54.14,558.0,17-juil.-23
STAC,20231130,900.0,,7.35,-5.26,66.15,18-juil.-22
ABJC,20231130,1230.0,10.58,7.48,-5.02,92.0,31-août-23
BNBC,20231130,1050.0,3.84,14.29,-47.5,150.0,24-juil.-23
CFAC,20231130,895.0,29.34,3.07,-3.76,27.45,15-sept.-23
PRSC,20231130,1750.0,4.92,12.81,-45.23,224.1,13-sept.-23
SHEC,20231130,810.0,13.6,3.58,8.0,29.0,28-oct.-22
BICC,20231130,6930.0,9.32,5.79,1.17,401.4,31-juil.-23
BOAB,20231130,6400.0,6.78,9.8,7.56,627.0,25-mai-23
BOABF,20231130,6500.0,5.61,8.88,25.0,577.0,5-mai-23
BOAC,20231130,6900.0,6.88,7.83,86.49,540.0,28-avr.-23
BOAM,20231130,1430.0,10.64,,2.14,271.0,15-mai-19
BOAN,20231130,5350.0,6.86,11.47,-7.52,613.8,25-mai-23
BOAS,20231130,3100.0,4.78,6.05,26.53,187.5,1-juin-23
CBIBF,20231130,8845.0,5.01,5.94,5.42,525.0,6-juil.-23
ECOC,20231130,6900.0,8.52,7.96,39.53,549.0,30-mai-22
NSBC,20231130,5800.0,4.43,6.27,-2.93,363.6,7-juil.-23
ORGT,20231130,2600.0,9.4,2.29,-33.76,59.52,17-juil.-20
SAFC,20231130,1190.0,,,35.23,23.04,29-juil.-11
SIBC,20231130,5340.0,6.66,9.27,16.47,495.0,11-août-23
CABC,20231130,1100.0,6.06,6.27,-5.98,69.0,2-août-23
FTSC,20231130,1745.0,160.35,13.47,9.06,235.0,30-juil.-21
NEIC,20231130,625.0,6.58,5.64,-21.88,35.25,22-sept.-23
SEMC,20231130,770.0,8.14,1.87,13.24,14.4,28-déc.-21
SIVC,20231130,820.0,17.78,,21.48,63.0,29-sept.-17
SLBC,20231130,90000.0,121.7,4.5,8.11,4050.0,12-août-22
STBC,20231130,6200.0,9.68,8.89,-9.49,551.0,27-juil.-23
UNLC,20231130,5000.0,,,-28.83,1233.0,9-juil.-12
UNXC,20231130,600.0,,10.13,-22.08,60.75,29-juil.-22
CIEC,20231130,1900.0,10.84,8.29,-4.52,157.5,31-juil.-23
ORAC,20231130,11450.0,11.24,6.57,12.14,752.76,15-juin-23
SDCC,20231130,4825.0,9.04,9.33,-11.71,450.0,15-sept.-23
SDSC,20231130,1500.0,8.13,6.13,7.53,92.0,20-nov.-23
PALC,20231229,6750.0,2.5,17.98,-35.0,1213.63,19-juil.-23
SPHC,20231229,2350.0,3.6,12.52,-52.95,294.3,29-sept.-23
TTLC,20231229,1800.0,9.23,9.75,-5.01,175.53,21-sept.-23
TTLS,20231229,2500.0,9.61,9.64,-1.38,241.01,13-juil.-23
ETIT,20231229,19.0,1.5,3.18,0.0,0.6,8-juin-23
SGBC,20231229,16050.0,6.69,6.93,38.3,1112.43,31-mai-23
NTLC,20231229,7385.0,9.8,9.86,-10.43,728.1,8-août-23
SMBC,20231229,10530.0,8.71,6.84,54.85,720.0,31-août-23
ONTBF,20231229,2280.0,6.93,12.63,-28.75,287.88,26-juin-23
SNTS,20231229,17980.0,6.45,8.34,18.29,1500.0,30-mai-23
SCRC,20231229,475.0,,8.53,-48.65,40.5,20-août-21
SICC,20231229,3025.0,15.22,,-44.03,1919.0,25-sept.-00
SOGC,20231229,3270.0,4.51,17.06,-42.33,558.0,17-juil.-23
STAC,20231229,900.0,,7.35,-5.26,66.15,18-juil.-22
ABJC,20231229,1330.0,11.44,6.92,2.7,92.0,31-août-23
BNBC,20231229,1000.0,3.66,15.0,-50.0,150.0,24-juil.-23
CFAC,20231229,840.0,27.53,3.27,-9.68,27.45,15-sept.-23
PRSC,20231229,1900.0,5.34,11.79,-40.53,224.1,13-sept.-23
SHEC,20231229,790.0,13.26,6.71,5.33,53.0,28-déc.-23
BICC,20231229,7490.0,10.07,5.36,9.34,401.4,31-juil.-23
BOAB,20231229,6360.0,6.74,9.86,6.89,627.0,25-mai-23
BOABF,20231229,6980.0,6.03,8.27,34.23,577.0,5-mai-23
BOAC,20231229,6895.0,6.87,7.83,86.35,540.0,28-avr.-23
BOAM,20231229,1475.0,10.97,,5.36,271.0,15-mai-19
BOAN,20231229,5390.0,6.91,11.39,-6.83,613.8,25-mai-23
BOAS,20231229,3200.0,4.93,5.86,30.61,187.5,1-juin-23
CBIBF,20231229,9300.0,5.27,5.65,10.85,525.0,6-juil.-23
ECOC,20231229,6800.0,8.39,8.07,37.51,549.0,30-mai-22
NSBC,20231229,6000.0,4.58,6.06,0.42,363.6,7-juil.-23
ORGT,20231229,2640.0,9.55,2.25,-32.74,59.52,17-juil.-20
SAFC,20231229,1295.0,,,47.16,23.04,29-juil.-11
SIBC,20231229,5350.0,6.67,9.25,16.68,495.0,11-août-23
CABC,20231229,1110.0,6.11,6.22,-5.13,69.0,2-août-23
FTSC,20231229,1840.0,169.08,12.77,15.0,235.0,30-juil.-21
NEIC,20231229,725.0,7.63,4.86,-9.38,35.25,22-sept.-23
SEMC,20231229,700.0,7.4,2.06,2.94,14.4,28-déc.-21
SIVC,20231229,830.0,18.0,,22.96,63.0,29-sept.-17
SLBC,20231229,87000.0,117.65,4.66,4.5,4050.0,12-août-22
STBC,20231229,5945.0,9.28,9.27,-13.21,551.0,27-juil.-23
UNLC,20231229,5000.0,,,-28.83,1233.0,9-juil.-12
UNXC,20231229,535.0,,11.36,-30.52,60.75,29-juil.-22
CIEC,20231229,1700.0,9.7,9.26,-14.57,157.5,31-juil.-23
ORAC,20231229,10900.0,10.7,6.91,6.76,752.76,15-juin-23
SDCC,20231229,4770.0,8.93,9.43,-12.72,450.0,15-sept.-23
SDSC,20231229,1350.0,7.32,6.81,-3.23,92.0,20-nov.-23
PALC,20240131,6790.0,2.52,17.87,0.59,1213.63,19-juil.-23
SPHC,20240131,2250.0,3.44,13.08,-4.26,294.3,29-sept.-23
TTLC,20240131,1700.0,8.72,10.33,-5.56,175.53,21-sept.-23
TTLS,20240131,2290.0,8.8,10.52,-8.4,241.01,13-juil.-23
ORGT,20240131,2305.0,8.33,2.58,-12.69,59.52,17-juil.-20
SGBC,20240131,15905.0,6.63,6.99,-0.9,1112.43,31-mai-23
NTLC,20240131,7175.0,9.52,10.15,-2.84,728.1,8-août-23
SMBC,20240131,9990.0,8.27,7.21,-5.13,720.0,31-août-23
ONTBF,20240131,2200.0,6.69,13.09,-3.51,287.88,26-juin-23
SNTS,20240131,17000.0,6.1,8.82,-5.45,1500.0,30-mai-23
SCRC,20240131,440.0,,9.2,-7.37,40.5,20-août-21
SICC,20240131,3400.0,17.11,,12.4,1919.0,25-sept.-00
SOGC,20240131,3030.0,4.18,18.42,-7.34,558.0,17-juil.-23
STAC,20240131,860.0,,7.69,-4.44,66.15,18-juil.-22
ABJC,20240131,1390.0,11.96,6.62,4.51,92.0,31-août-23
BNBC,20240131,1450.0,5.31,10.34,45.0,150.0,24-juil.-23
CFAC,20240131,770.0,25.24,3.56,-8.33,27.45,15-sept.-23
PRSC,20240131,2150.0,6.04,10.42,13.16,224.1,13-sept.-23
SHEC,20240131,800.0,13.43,6.63,1.27,53.0,28-déc.-23
BICC,20240131,7480.0,10.06,5.37,-0.13,401.4,31-juil.-23
BOAB,20240131,6505.0,6.89,9.64,2.28,627.0,25-mai-23
BOABF,20240131,6790.0,5.86,8.5,-2.72,577.0,5-mai-23
BOAC,20240131,6950.0,6.93,7.77,0.8,540.0,28-avr.-23
BOAM,20240131,1300.0,9.67,,-11.86,271.0,15-mai-19
BOAN,20240131,4900.0,6.29,12.53,-9.09,613.8,25-mai-23
BOAS,20240131,3400.0,5.24,5.51,6.25,187.5,1-juin-23
CBIBF,20240131,8900.0,5.04,5.9,-4.3,525.0,6-juil.-23
ECOC,20240131,6835.0,8.44,8.03,0.51,549.0,30-mai-23
ETIT,20240131,18.0,1.42,3.36,-5.26,0.6,8-juin-23
NSBC,20240131,5760.0,4.4,6.31,-4.0,363.6,7-juil.-23
SAFC,20240131,1145.0,,,-11.58,23.04,29-juil.-11
SIBC,20240131,5295.0,6.6,9.35,-1.03,495.0,11-août-23
CABC,20240131,1035.0,5.7,6.67,-6.76,69.0,2-août-23
FTSC,20240131,1750.0,160.81,13.43,-4.89,235.0,30-juil.-21
NEIC,20240131,650.0,6.84,5.42,-10.34,35.25,22-sept.-23
SEMC,20240131,700.0,7.4,2.06,0.0,14.4,28-déc.-21
SIVC,20240131,820.0,17.78,,-1.2,63.0,29-sept.-17
SLBC,20240131,88940.0,120.27,4.55,2.23,4050.0,12-août-22
STBC,20240131,6000.0,9.37,9.18,0.93,551.0,27-juil.-23
UNLC,20240131,5350.0,,,7.0,1233.0,9-juil.-12
UNXC,20240131,530.0,,11.46,-0.93,60.75,29-juil.-22
CIEC,20240131,1680.0,9.58,9.38,-1.18,157.5,31-juil.-23
ORAC,20240131,10655.0,10.46,7.06,-2.25,752.76,15-juin-23
SDCC,20240131,4380.0,8.2,10.27,-8.18,450.0,15-sept.-23
SDSC,20240131,1460.0,7.91,6.3,8.15,92.0,20-nov.-23
PALC,20240229,6780.0,2.51,17.9,0.44,1213.63,19-juil.-23
SPHC,20240229,2235.0,3.42,13.17,-4.89,294.3,29-sept.-23
TTLC,20240229,1685.0,8.64,10.42,-6.39,175.53,21-sept.-23
TTLS,20240229,2400.0,9.23,10.04,-4.0,241.01,13-juil.-23
ORGT,20240229,2300.0,8.32,2.59,-12.88,59.52,17-juil.-20
SGBC,20240229,17750.0,5.68,6.27,10.59,1112.43,31-mai-23
